A,0,1,2,3,4,5,6,7,8,9,label
3243,0.012398571,-0.045793712,-0.01926488,0.044618562,-0.04113022,-0.03518332,0.022091683,-0.004526769,-0.016275428,-0.011156112,hold
3244,0.031859886,-0.022212686,0.020801114,-0.042847984,-0.03802585,0.014224488,0.044361908,-0.03352163,0.029372167,-0.034629926,hold
3245,0.045596823,-0.027317513,0.030363861,-0.0288255,-0.03382179,0.011756221,0.036539916,-0.03892055,0.023684548,-0.04526204,hold
3246,0.13145228,-0.000461461,0.050472733,0.090805046,0.01460461,0.009569215,-0.06430784,-0.051830173,0.021801487,0.000827075,hold
3247,0.05626736,-0.014982936,0.059783403,0.020707399,-0.046279646,-0.036283497,-0.008412185,0.064151034,-0.071324825,0.052001417,hold
3248,0.056968525,-0.051947027,0.10996235,-0.005127606,0.1231014,0.11645424,-0.03908834,-0.065940745,0.005773074,-0.01907971,hold
3249,-0.030512258,-0.016445884,-0.009074118,-0.007242925,-0.015419254,0.008351265,0.029208055,0.03605466,-0.022651594,0.03691223,hold
3250,0.041691758,-0.07987177,-0.004061265,0.013057604,0.029026981,-0.094959855,-0.060784552,-0.075611524,0.05922229,-0.14676587,hold
3251,0.067236625,-0.051731136,0.01034523,-0.007679279,-0.03129242,0.050479755,0.016716408,0.027417699,0.040171944,0.023319734,hold
3252,0.1146986,-0.09053206,0.06191614,0.068485774,0.067826435,0.038820434,-0.02774268,-0.000602419,-0.007835934,0.026704125,hold
3253,-0.007118636,-0.024882581,0.014521184,0.034930676,0.0094268,0.027671367,0.002533892,-0.062341046,0.017959613,-0.034851573,hold
3254,-0.01629976,-0.015207527,0.008457448,-0.004190024,0.005589997,0.026583135,0.024707299,-0.03698644,0.035671785,-0.041098613,hold
3255,-0.041648116,-0.003274914,0.04615945,0.049579237,0.025687706,0.04042176,0.006774437,0.0468217,-0.005133544,0.042219616,hold
3256,0.06364478,-0.03178017,-0.02669572,0.082877025,0.033775643,0.046047803,-0.08240742,0.04365377,-0.002696014,0.032015473,hold
3257,0.02809567,-0.007646468,-0.04134097,0.02726465,0.056200046,-0.019444222,-0.014970051,0.000757284,0.001425563,0.010215762,hold
3258,0.08816463,-0.070582606,0.010755821,0.068919815,0.002117108,-0.023733394,0.032679796,0.016693998,0.00516444,0.024094302,hold
3259,0.10095638,-0.0964072,0.000440857,0.0905601,0.007421445,-0.024654496,-0.002821058,0.019262819,-0.013225984,0.02399162,hold
3260,0.006690313,-0.06372866,-0.010137104,0.02653828,0.021722786,0.012434536,-0.06547298,0.03729987,-0.019355722,0.04309285,hold
3261,-0.04151071,-0.042250704,-0.030431252,-0.022636877,0.004216525,0.008732665,-0.036194835,0.044393647,0.006861916,0.03969725,hold
3262,0.1038921,-0.04718391,0.1400329,0.08003504,-0.012763469,-0.044439267,-0.124663465,-0.0953071,-0.0347461,-0.02380742,hold
3263,0.095877804,-0.022961548,0.024012292,0.04985064,-0.078694925,0.05493769,-0.053681567,-0.045271583,-0.05020619,0.015502436,hold
3264,0.09188629,-0.002740808,0.06527761,-0.016770259,0.0189573,0.031233959,-0.041398484,-0.021877874,0.028503438,-0.01677216,hold
3265,-0.012734616,-0.06825533,-0.008539656,-0.001395878,0.019211432,0.029794266,-0.073108844,0.022553397,-0.028716177,0.046562206,hold
3266,-0.028371356,0.043769803,0.024749462,-0.012163608,-0.024339011,0.043428566,0.044513397,0.03130337,-0.04083063,-0.03494902,hold
3267,0.069656774,0.01636064,0.053095907,0.13468239,0.0763597,-0.003112793,-0.014287497,0.020836417,-0.061766267,-0.04286884,hold
3268,-0.029137805,-0.013728603,0.03138051,0.0091545,0.026959222,0.031197637,0.018461602,-0.019568749,0.021425012,-0.03056647,hold
3269,0.095961235,-0.102857575,0.002298937,0.08670125,0.020945244,0.042077724,-0.067738414,-0.054654483,-0.013936248,-0.002959986,hold
3270,0.08992297,-0.10174736,-0.030586412,0.038862012,-0.004975108,0.009414795,-0.036044165,-0.003774643,0.058552857,0.026663087,hold
3271,0.07431551,-0.03708869,0.061592456,0.060290165,0.045944344,-0.01798568,-0.11742848,-0.008699804,-0.044595897,0.062704116,hold
3272,0.081561506,-0.05065038,0.05216627,0.118275546,0.09382973,-0.027198024,-0.1065184,-0.14535041,-0.039009884,-0.0777015,hold
3273,0.037331484,0.02153992,-0.031418342,0.000916548,-0.009207023,-0.012026048,0.049379576,0.02609395,0.017896162,-0.0464574,hold
3274,0.060416956,-0.03558293,-0.018988453,0.003998209,0.034509063,0.011546855,0.013587863,-0.047535364,-0.037083212,0.032464527,hold
3275,-0.024117798,-0.016409291,-0.042430695,0.044933952,0.04008801,0.029658282,0.012603718,0.00452121,0.017264873,0.05473069,hold
3276,0.028943619,0.009264892,0.040105622,0.013888925,0.002307547,-0.014901329,0.046572324,-0.031619415,-0.03456668,0.042493537,hold
3277,0.061482847,-0.028849335,0.055627547,0.050565306,0.020165622,0.000384019,0.031969637,-0.026553836,-0.06171168,0.03608042,hold
3278,0.1744085,0.001976897,0.14983538,0.07378519,0.19243786,0.06447366,-0.15106721,0.022963407,0.021200594,-0.03034463,hold
3279,-0.01894826,0.03445424,0.025361316,0.007218721,0.008850067,-0.028492156,0.03596614,-0.044627577,-0.03466907,-0.004869198,hold
3280,-0.040380247,0.037546143,-0.012185044,-0.026783144,0.007737319,0.03383983,-0.036733318,-0.0372152,-0.013812768,-0.045043647,hold
3281,-0.021007854,0.006617003,-0.011069703,-0.001593396,0.02317106,0.051966045,-0.011720946,0.02925502,0.012390325,0.0264713,hold
3282,-0.045532465,0.014778162,-0.04233075,-0.015223506,0.026975885,0.04823023,-0.011524287,0.031220878,0.02882241,0.010198898,hold
3283,0.044552892,0.025800852,0.04391774,0.029276809,-0.05507907,-0.020892669,0.005410482,-0.025250878,0.040635824,0.008224777,hold
3284,0.042544,0.035408426,0.030021874,0.03418185,-0.0450161,-0.021923156,0.008783845,-0.020238725,0.04187356,0.002607253,hold
3285,0.13137648,-0.05511153,0.056465693,-0.03869552,-0.008846267,-0.006285965,-0.033038497,0.019582823,0.03540609,-0.006443985,hold
3286,0.17325233,-0.045018047,0.10006601,0.019596318,0.03942126,-0.006934421,-0.0459292,0.02774321,0.04584011,0.014622109,hold
3287,0.08226286,-0.06989537,0.04859552,0.08215712,0.005712484,0.019224217,-0.007062869,-0.064882,-0.044234827,-0.007692922,hold
3288,0.059533805,-0.04466302,0.024266563,0.048382323,0.009401821,0.022019884,0.03768053,-0.050792765,-0.021588871,-0.029181246,hold
3289,0.031243041,-0.031635106,0.006909289,0.01991146,-0.001286635,-0.017909514,-0.009655795,0.002997513,-0.022665907,0.01083469,hold
3290,0.07479487,-0.052990597,0.0151883,0.04602759,0.014233097,-0.018665615,-0.039467767,-0.007276847,-0.046687413,0.027594365,hold
3291,-0.006819489,0.006274669,0.041444164,-0.015084644,-0.003461379,-0.02313115,-0.04504775,-0.03424093,-0.03042379,-0.000473302,hold
3292,-0.006819489,0.006274669,0.041444164,-0.015084644,-0.003461379,-0.02313115,-0.04504775,-0.03424093,-0.03042379,-0.000473302,hold
3293,0.14636496,-0.040836237,0.056906544,0.07058637,0.06553328,-0.032610215,-0.11529041,-0.054519497,-0.08346267,0.05316914,hold
3294,0.11287553,0.002763769,0.06512979,0.098228924,0.05868879,-0.019934501,-0.10436952,-0.018147852,-0.069784746,0.07635285,hold
3295,0.04765716,0.040692955,-0.006977308,-0.046003003,0.028161988,0.030896842,0.041280705,0.03963592,0.04751954,0.007477623,hold
3296,0.04765716,0.040692955,-0.006977308,-0.046003003,0.028161988,0.030896842,0.041280705,0.03963592,0.04751954,0.007477623,hold
3297,0.003704858,0.029654738,-0.016624065,0.02295575,0.049583264,0.033143505,-0.015270493,0.041333582,-0.005779299,-0.033089325,hold
3298,0.003704858,0.029654738,-0.016624065,0.02295575,0.049583264,0.033143505,-0.015270493,0.041333582,-0.005779299,-0.033089325,hold
3299,-0.029230094,-0.002492668,-0.04381638,0.04666459,0.01837915,-0.022904221,-0.026218554,-0.029393258,0.047423627,-0.029858572,hold
3300,-0.029230094,-0.002492668,-0.04381638,0.04666459,0.01837915,-0.022904221,-0.026218554,-0.029393258,0.047423627,-0.029858572,hold
3301,-0.027510203,0.031469997,0.036860865,0.039248295,-0.040426243,0.020730196,0.005551045,-0.01900991,0.042927235,0.005996133,hold
3302,-0.027510203,0.031469997,0.036860865,0.039248295,-0.040426243,0.020730196,0.005551045,-0.01900991,0.042927235,0.005996133,hold
3303,0.035602853,0.010007413,0.016264256,0.037925974,-0.008602171,-0.031244468,0.036432035,-0.044565678,-0.000819646,-0.024197679,hold
3304,0.04554342,-0.005035339,0.02048542,0.04728252,-0.006304639,-0.034928795,0.020676956,-0.0438731,0.003080819,-0.023110092,hold
3305,0.041349392,-0.001398614,0.02210375,0.044786353,0.012821856,-0.012280943,-0.07052124,0.002111328,-0.054606833,0.012167661,hold
3306,0.033762254,0.025223136,0.031847388,0.009301246,-0.028773308,-0.01131746,-0.047010105,0.001927178,-0.04176081,0.009670024,hold
3307,-0.001972389,-0.040376067,0.041334614,0.024766255,0.03918169,0.033886123,-0.047180638,-0.013906582,0.03984086,-0.03918813,hold
3308,0.090162136,0.008793503,0.000396858,0.013432201,0.051209453,0.016569179,-0.051637866,-0.019295856,-0.0745018,0.02879483,hold
3309,0.022102935,-0.006512242,0.0028149,0.013401117,0.06060085,-0.029409435,-0.003362713,0.034048636,-0.047757264,0.020118635,hold
3310,-0.005038593,-0.04623409,-0.005598706,-0.01791816,0.03842364,-0.003437782,-0.004858713,-0.027073298,0.025613412,0.016694574,hold
3311,0.08665875,-0.035960298,0.06285188,0.13169546,-0.01831905,-0.019879613,0.008427305,0.022263033,0.006971916,-0.011999204,hold
3312,-0.0464014,0.016329728,-0.013223494,0.008808527,0.04861476,0.002635873,-0.010036653,0.035011355,-0.019199068,-0.0323613,hold
3313,0.13575399,-0.005380511,0.027899683,0.037394088,0.016202187,-0.024815358,-0.0635909,-0.032311276,0.053917874,-0.012616612,hold
3314,0.00847507,0.028252527,0.012647811,-0.025799047,-0.041224085,-0.024724133,0.022687543,-0.04765977,-0.04693894,0.047546845,hold
3315,0.08331512,-0.028603345,0.06579845,0.07519197,0.001351667,0.043113746,-0.026189005,-0.000100229,-0.07774554,0.044408053,hold
3316,0.10063297,-0.08986121,0.07074003,0.09023597,0.020988993,0.018996717,-0.04233752,0.002223137,-0.029658869,-0.06284812,hold
3317,0.07369858,-0.049769193,0.10524767,-0.013820185,0.0661264,0.012454868,-0.009383366,-0.03666904,0.04397237,0.052957542,hold
3318,-0.042870395,-0.023106141,-0.033832543,-0.04579831,0.04921628,0.03493945,-0.026080498,-0.061346356,-0.0350581,0.03138163,hold
3319,0.09148842,-0.09139557,0.01827319,0.14241214,0.09412676,0.009631719,-0.0678031,0.025982516,-0.039445274,0.04058732,hold
3320,0.011272836,-0.015654642,0.033201925,-0.004263393,0.046830583,-0.049714424,-0.041953523,-0.007236797,-0.07049454,0.01393751,hold
3321,-0.021656912,-0.036442596,0.013969725,0.02000677,-0.017198367,-0.040012646,-0.005091853,-0.009934984,0.03440079,-0.006540434,hold
3322,0.10912051,-0.08621239,0.021873878,0.098219074,0.01651644,0.008108294,0.023069305,-0.03271988,-0.06567024,-0.006909965,hold
3323,0.044875704,-0.07378061,-0.008159742,0.05166197,0.018657021,0.023445439,-0.004301638,0.05280774,-0.08229135,-0.03029057,hold
3324,0.021832328,-0.035391282,0.05420732,0.06448576,-0.04964687,0.026480623,-0.05456091,-0.003309805,0.028507873,-0.010180986,hold
3325,0.05967375,-0.05599876,0.020250797,0.07007816,0.058638692,-0.049378052,0.018681083,-0.012971644,0.009093611,0.004879285,hold
3326,0.07184633,-0.029656174,0.09317132,0.065407485,0.021361513,0.022561602,-0.026357345,-0.048726685,0.013968699,-0.048486736,hold
3327,0.040115133,-0.000561725,0.047511023,0.081305735,0.018971445,-0.042654295,-0.030516129,0.003201832,-0.04419007,0.05856569,hold
3328,0.01033693,-0.03393979,-0.07191379,0.026566798,0.05748367,-0.047342617,0.061159655,0.0343534,0.077556826,-0.003326771,hold
3329,0.086887956,0.022976065,-0.005631985,0.005912567,0.013770342,-0.014664775,0.001092318,-0.015978191,-0.004204563,-0.024093203,hold
3330,0.09378687,-0.03216159,0.07471809,0.055962577,-0.082697436,-0.008804245,0.031277303,-0.03476957,-0.036392596,0.026176019,hold
3331,0.074848264,0.004260213,0.0763605,0.03416893,0.048480026,0.054565746,-0.04936736,-0.05449361,-0.047210716,-0.02414777,hold
3332,0.057080846,-0.047671117,0.044928376,-0.012823647,-0.007048604,-0.019301018,-0.057943992,0.011278002,-0.048463307,-0.027406843,hold
3333,-0.008167088,0.032879405,0.028253742,-0.03735545,-0.044716414,0.005402563,0.02605755,0.004966086,0.04555413,-0.003282305,hold
3334,0.06983363,-0.05255942,0.025689239,0.14262639,0.015761007,0.001147265,-0.07163823,-0.036953107,-0.06799875,0.03669063,hold
3335,0.019614086,-0.015078768,-0.024776068,0.08527784,-0.030160408,-0.037351448,-0.046670187,0.015131922,-0.05678737,-0.015912656,hold
3336,0.03303301,-0.025593476,0.06506919,0.022008793,0.001548658,0.04594838,-0.003470771,-0.002037404,0.003431387,0.0518684,hold
3337,0.15347673,-0.13093077,0.15602982,0.15830019,0.03687855,-0.007072165,-0.16997051,-0.1395647,-0.036490314,0.08408808,hold
3338,0.035006247,-0.052003503,0.015207672,0.072485164,-0.005118727,0.0488757,-0.031840865,-0.07057715,-0.0604321,-0.003144505,hold
3339,0.012424314,-0.005669814,0.015664993,0.024120564,-0.03660235,-0.010481356,-0.049138427,-0.028544024,0.04981141,0.025571533,hold
3340,0.012424314,-0.005669814,0.015664993,0.024120564,-0.03660235,-0.010481356,-0.049138427,-0.028544024,0.04981141,0.025571533,hold
3341,0.008001931,0.011533971,-0.02263538,-0.010183801,-0.008624867,0.046642426,0.027146574,0.029967537,-0.021283934,0.06499862,hold
3342,0.018265542,-0.02019782,0.047397126,0.003216146,0.03318189,0.000347381,0.006277586,0.030367162,-0.011105354,0.037953347,hold
3343,0.001659606,-0.014634556,0.044633348,0.059508875,0.021927817,0.0417705,-0.038732145,-0.023657069,-0.008084131,-0.016307712,hold
3344,0.09611752,-0.046932887,0.07466931,0.011015678,0.031965304,0.004205363,-0.011577086,0.028812155,-0.053335752,-0.03838344,hold
3345,0.13618402,-0.043210287,0.06086535,0.04530088,0.034889672,-0.010635523,-0.034860454,-0.026314756,-0.08951382,-0.040916555,hold
3346,-0.010610657,0.04104351,-0.008100776,-0.012104159,-0.032088496,-0.01608271,-0.014025618,-0.030913612,0.0064313,0.026881302,hold
3347,0.007409865,-0.017996827,0.03704743,-0.004970097,-0.010881078,-0.041373435,0.022030028,0.006491083,-0.060256716,-0.050582506,hold
3348,0.006277951,-0.03978341,0.002219284,-0.008997815,-0.040943615,-0.04490752,0.012986287,0.006532984,-0.04009774,-0.012202422,hold
3349,0.011605348,0.009288945,0.011286264,-0.032348573,-0.048914313,-0.023991058,-0.025129385,-0.045911547,-0.023638984,-0.0213489,hold
3350,0.003539862,-0.06679357,0.04724575,0.051042423,-0.022498894,0.03612979,-0.0926162,-0.024332998,-0.014698442,-0.01054317,hold
3351,0.07697889,-0.09502492,0.119820915,0.17636709,0.08916755,0.04884819,-0.064418055,-0.001930099,-0.108647645,0.04045526,hold
3352,0.13481209,-0.09129368,0.068233185,0.0931316,0.08882551,0.006386149,-0.04823107,-0.016801262,-0.09550032,0.040805943,hold
3353,0.079740934,-0.06400388,0.030996775,-0.033300873,-0.013794399,-0.037507705,-0.032484904,0.02706397,-0.06866277,-0.02929719,hold
3354,0.08942784,-0.026295051,0.07978538,0.06665803,-0.02913108,-0.034214832,-0.02355175,-0.048344366,-0.08439751,0.024693575,hold
3355,-0.006170278,-0.064859726,-0.001492102,0.051943645,0.04628528,0.04933457,-0.038398474,-0.012125993,-0.012727833,0.051994264,hold
3356,-0.0194236,-0.03591036,0.020438602,0.021559184,-0.04516834,0.014700259,0.0177201,-0.011825858,-0.0209657,-0.043463696,hold
3357,0.02428906,-0.09559343,0.006821166,0.06791301,0.017486438,-0.029581232,-0.039755493,-0.005630123,-0.024599977,0.018871829,hold
3358,0.11922789,-0.08816189,0.04996521,0.0490501,-0.03343879,-0.007204576,-0.067372225,0.015192216,-0.013547292,0.026450314,hold
3359,-0.000249936,-0.18366848,0.002047416,0.002555113,0.01374202,0.040333994,-0.06847365,0.015260488,0.015188843,0.04770581,hold
3360,-0.09025174,-0.025090367,-0.07687424,-0.029495366,0.007769565,0.053448368,-0.030096509,0.039146855,-0.048197884,-0.06885013,hold
3361,-0.030728266,0.018608542,-0.013522345,-0.000760068,0.04617198,-0.000543379,0.018894253,-0.00400608,-0.013620959,-0.004089361,hold
3362,0.03979802,-0.033150226,0.06608345,-0.004597968,0.003623695,-0.008718886,0.06335541,-0.026987316,-0.09610006,0.021675821,hold
3363,0.04193767,-0.050447315,0.035228293,0.013061513,-0.051956058,-0.04823706,-0.001949471,0.025526414,-0.016254427,0.03173741,hold
3364,0.001868536,0.001885597,-0.02005362,-0.022953931,-0.015827287,-0.036679115,-0.053395506,0.032733537,-0.066931404,-0.026939392,hold
3365,0.11801636,-0.06321807,0.055060327,0.024432316,0.015236869,0.022852812,0.03282074,-0.022377513,0.001100585,-0.049570896,hold
3366,0.12781812,-0.07357704,0.05057189,0.005023235,-0.021950614,0.007505301,0.043172568,-0.031796295,0.012386845,-0.03228818,hold
3367,-0.021806674,-0.007551229,-0.037799746,-0.003815811,-0.03735009,-0.032714788,0.001554898,0.015249249,0.015592482,-0.028936919,hold
3368,-0.021806674,-0.007551229,-0.037799746,-0.003815811,-0.03735009,-0.032714788,0.001554898,0.015249249,0.015592482,-0.028936919,hold
3369,0.04468638,0.015783366,0.042418033,0.027678689,0.04943876,0.013805538,-0.03540477,-0.032746155,0.015392304,0.010994151,hold
3370,0.08025406,0.010913854,0.05026123,0.0526658,0.04667935,0.026625354,-0.016433064,-0.002588133,0.026152948,0.018535675,hold
3371,0.09386069,-0.015962739,-0.01894129,-0.004744721,0.041400302,-0.024040787,-0.05532311,-0.054250803,-0.05935086,-0.039676208,hold
3372,0.11082105,-0.01006893,0.017737104,0.046663642,0.013752307,0.047043115,-0.000811018,0.04815662,0.011194109,0.049285345,hold
3373,0.072935455,-0.095009446,0.0903149,0.08830104,-0.013225482,-0.036681484,-0.029379413,-0.055694908,-0.005728638,-0.012802446,hold
3374,0.041897126,-0.098870516,0.078284614,0.073374175,0.029776184,0.009398991,0.012266417,0.06493179,-0.066044524,0.022825832,hold
3375,0.058408752,-0.097602494,0.06983229,0.08266051,0.050899178,0.000569117,0.036852136,0.047145672,-0.05731374,-0.000703657,hold
3376,0.036689546,-0.10066887,0.021507965,0.000988789,0.028436594,-0.024668548,0.00533396,-0.006832156,-0.009672048,-0.03316585,hold
3377,0.015607686,0.021842688,0.035795175,0.000124202,-0.028930578,-0.001346863,-0.036373526,0.03884075,0.050085142,0.02338506,hold
3378,0.016779816,0.028815895,0.029134352,0.000884215,-0.023769002,0.003966485,-0.043531522,0.037400536,0.04623617,0.008419761,hold
3379,-0.002829051,-0.013080035,0.043754056,0.034638137,0.034073997,-0.04239038,-0.029103413,0.015496437,-0.04162701,0.053682487,hold
3380,-0.014400447,-0.009310548,0.043273326,0.021362323,0.021923093,-0.036618542,-0.00212873,0.02349298,-0.022047581,0.05343149,hold
3381,0.045563642,-0.06078875,-0.001531168,0.01498109,0.022170782,-0.011643628,-0.010316591,-0.033025704,-0.006732339,0.039678894,hold
3382,0.03673739,-0.059435405,0.007622797,0.02782965,0.036308333,-0.002467826,-0.045802496,-0.038957473,0.00283705,0.04402876,hold
3383,0.07577989,-0.039717607,-0.011736336,0.01787795,0.009799118,-0.009817049,0.004322496,0.018699694,0.012335988,0.0206974,hold
3384,0.07567544,-0.019848756,0.002185509,0.032921523,0.005017936,-0.013499552,-0.000324609,0.020875849,-0.010116016,0.011357756,hold
3385,0.036192432,-0.03639207,-0.002536615,-0.006422975,-0.017449567,0.016341848,-0.045110293,0.009903995,0.02698344,-0.014013144,hold
3386,0.07902996,-0.059240323,0.00522308,0.025292903,0.022775782,-0.002931928,0.03317153,-0.002159763,0.008014367,0.004147979,hold
3387,-0.00229254,0.047692683,0.030772926,0.0396178,-0.03798182,0.000453941,-0.02507545,-0.01779596,0.035783473,-0.015189244,hold
3388,0.06111355,-0.034183953,-0.015805708,0.07178178,0.057569716,-0.00532906,-0.03641747,0.03959163,-0.03309049,0.014492786,hold
3389,0.036057923,-0.03882433,-0.027457807,0.015222927,-0.004055175,-0.013940538,-0.01426264,-0.023336314,-0.060050562,0.01925976,hold
3390,0.07236114,-0.06701542,-0.007764542,0.039108057,0.009975616,-0.005615373,-0.011684015,-0.036586568,-0.05000377,0.025445297,hold
3391,-0.032443386,0.032234285,-0.048291977,0.03800306,-0.025852995,0.044230472,0.014273571,-0.00204507,0.027933456,0.003568983,hold
3392,0.034878295,-0.04626684,-0.032400765,0.002970198,0.004702591,-0.024880797,-0.00363813,-0.021519143,-0.03632018,0.031294808,hold
3393,0.061739415,-0.12631033,0.059504032,0.14491996,0.049238212,0.019710952,0.03367057,0.034937754,-0.07324912,-0.012614192,hold
3394,-0.028374108,0.04970918,0.04811836,-0.046876978,-0.000573025,0.000177255,-0.016713824,0.036052126,-0.014862595,0.001837679,hold
3395,0.04402638,-0.063074365,-0.024574375,0.038112536,0.019349137,0.025397174,-0.077679,-0.027975278,-0.045423646,-0.03794823,hold
3396,0.063099645,-0.07462816,0.021445582,0.016046774,0.06406967,0.029845484,0.01818613,-0.015237873,0.018005434,0.053683735,hold
3397,-0.026632518,-0.02019913,0.035401814,0.010772254,0.019654984,-0.03750889,0.007625233,0.022306722,-0.023701731,0.046974413,hold
3398,0.018805752,0.0184187,0.026735699,0.015526224,-0.02134281,-0.003744407,-0.04254861,0.03746477,0.03461697,0.011653645,hold
3399,-0.010005153,0.025622956,0.019215247,-0.005679669,-0.04266174,-0.016059184,-0.017447617,-0.02291783,0.012741356,0.038991928,hold
3400,0.000207171,0.012817258,0.019799132,0.01586717,-0.0201216,-0.008489283,-0.03305015,-0.018615395,-0.011924436,0.029884756,hold
3401,0.047067247,0.036033757,-0.009565277,-0.008567804,0.008805704,0.038052045,-0.03800059,-0.005418127,0.038255878,0.03975279,hold
3402,0.043094706,0.033596404,0.000874767,0.01723138,-0.00892213,0.027043283,-0.06428717,-0.010176622,-0.032646585,0.12265674,hold
3403,-0.028821291,-0.01649179,-0.020684952,-0.017435195,-0.008176532,0.005705199,0.029961683,0.038101085,-0.029016994,0.051065404,hold
3404,-0.013964433,-0.01917724,-0.020131465,-0.012574568,0.013440498,0.020046368,0.02117236,0.0342812,-0.045196496,0.037286907,hold
3405,0.1913191,-0.06624962,0.15987796,0.07239076,0.043598574,0.041945517,-0.13681048,-0.036677424,-0.045407843,0.07634206,hold
3406,0.044118002,-0.008275035,0.03799587,0.014485389,0.032295197,-0.027943218,-0.03586504,0.046907093,0.001705387,0.043983005,hold
3407,-0.03424353,-0.046018567,0.017238675,-0.022167003,0.025027873,-0.035937164,-0.002625282,-0.022097621,-0.031570256,-0.013165345,hold
3408,0.03219765,-0.0362236,0.07704934,0.08584729,0.040610302,0.018083433,-0.04463932,-0.009571296,-0.041616023,0.028649103,hold
3409,0.13464603,-0.11916262,0.056589838,0.13554525,-0.04936007,-0.06006846,-0.12552461,0.015848307,-0.029791197,0.011122696,hold
3410,0.03935112,0.033714995,0.043825645,0.01839009,0.028804127,0.017387712,0.009546381,-0.024132743,0.006194401,-0.034665707,hold
3411,0.055907633,0.015803711,0.05702224,0.01734123,0.0053635,0.037055444,0.013036994,-0.021200411,-0.005485558,-0.040094644,hold
3412,0.06937843,-0.012749289,-0.021141771,0.012368785,1.57E-06,-0.004657809,-0.016509691,0.000932171,-0.025690142,0.010637963,hold
3413,0.040327676,-0.015028031,-0.044071637,-0.011759196,0.01608603,-0.012818608,0.001012696,0.031686924,-0.02723128,0.009482955,hold
3414,-0.0335673,0.022785636,0.013628199,0.028897334,0.048543703,0.000477879,-0.032296598,-0.006483418,-0.015619167,-0.00148233,hold
3415,-0.0335673,0.022785636,0.013628199,0.028897334,0.048543703,0.000477879,-0.032296598,-0.006483418,-0.015619167,-0.00148233,hold
3416,-0.0025608,-0.038897004,-0.013722198,-0.009212774,-0.039709397,0.03263422,-0.001974059,0.006596083,0.03290627,0.013914819,hold
3417,0.057243936,-0.067205556,0.011654392,0.022457365,-0.028350553,0.038019545,-0.027192682,0.001619482,-0.001412482,0.030465454,hold
3418,0.073125005,-0.01935649,0.042861313,0.048630197,0.03470114,0.041966833,-0.015918784,0.008656181,0.008864868,0.05436273,hold
3419,0.08546661,-0.036419168,0.03816539,0.05732177,0.033598207,0.034011327,-0.027953062,0.013828713,0.000128584,0.039068904,hold
3420,0.022720782,-0.006887719,0.048858874,0.033377796,-0.014848407,-0.014458838,-0.002611492,-0.019259825,0.012372454,0.01516817,hold
3421,0.050686337,0.023046192,0.051227383,0.02295867,0.048842296,0.004258264,-0.011179758,-0.006000713,0.023727577,0.005356435,hold
3422,0.12809174,-0.06977141,0.029290188,0.10182649,0.0714111,-0.004153615,-0.08657881,0.027708028,-0.110823736,0.03494408,hold
3423,0.10982865,-0.08957645,0.047309242,0.07167417,0.048754275,0.020395814,-0.073716916,0.004250094,-0.07265947,0.020408621,hold
3424,-0.006474654,-0.037782226,0.029089402,-0.033881932,-0.010442948,-0.02032339,-0.018182617,0.022800848,0.016575295,-0.027686287,hold
3425,-0.0120727,-0.22395891,0.117388695,0.048414752,0.045091048,-0.113778986,-0.060995303,0.07389706,-0.045434535,0.1705099,hold
3426,0.0980353,0.007931738,0.007801963,0.09768605,0.002282783,0.029526029,-0.07605919,0.008724738,-0.002198026,0.04835268,hold
3427,0.036200963,0.03857191,-0.025417374,0.047762543,-0.017655298,0.007114071,-0.05570653,0.003550527,0.017254714,0.013416956,hold
3428,-0.0335673,0.022785636,0.013628199,0.028897334,0.048543703,0.000477879,-0.032296598,-0.006483418,-0.015619167,-0.00148233,hold
3429,0.060862646,-0.04630546,0.010915037,-0.01303488,-0.035221606,-0.04468731,0.002149473,0.036611594,-0.03229722,0.001714494,hold
3430,0.1326329,-0.09393881,0.06116118,0.03897523,0.004342903,0.04058572,0.02612924,-0.026389109,0.009259389,-0.031177625,hold
3431,0.047067247,0.036033757,-0.009565277,-0.008567804,0.008805704,0.038052045,-0.03800059,-0.005418127,0.038255878,0.03975279,hold
3432,0.047067247,0.036033757,-0.009565277,-0.008567804,0.008805704,0.038052045,-0.03800059,-0.005418127,0.038255878,0.03975279,hold
3433,0.08678686,-0.005961951,-0.026970001,0.006198142,0.0246752,0.003433697,-0.00646402,0.016339842,-0.045987207,0.018495608,hold
3434,0.049805254,0.029268876,-0.026035924,0.07133226,-0.03391748,0.009411857,-0.065329865,0.001818784,-0.001968358,0.023490757,hold
3435,0.06268376,-0.028939366,0.026298868,0.07174646,0.04297518,0.056985617,-0.01884973,0.003535569,0.004391047,0.06034825,hold
3436,0.039810818,-0.05648969,0.00272941,-0.001416639,-0.04045492,0.040438958,-0.006265209,-0.009186283,0.012901157,0.02447503,hold
3437,0.01941096,-0.052958705,0.015602346,0.038327236,-0.010199936,-0.025426978,0.006869297,0.02708587,-0.061201353,-0.008664485,hold
3438,0.03673717,0.034226865,-0.034280546,0.001872076,0.019743413,-0.033481576,0.01046726,0.019543823,0.036243808,-0.007182902,hold
3439,0.01289093,0.00696163,-0.024308877,-0.04278903,0.033764414,0.045952495,-0.040415302,-0.038579952,-0.022077715,-0.000760659,hold
3440,0.01289093,0.00696163,-0.024308877,-0.04278903,0.033764414,0.045952495,-0.040415302,-0.038579952,-0.022077715,-0.000760659,hold
