A,0,1,2,3,4,5,6,7,8,9,label
13910,0.004582941,-0.053876905,0.018487507,0.040877928,-0.012803619,-0.015690948,-0.017333439,-0.001802703,-0.032448838,-0.002008664,buy
13911,0.024496982,-0.019752124,0.04585012,0.034453437,-0.024182549,0.04101292,0.023191884,-0.04903757,0.041307848,-0.011320709,buy
13912,0.019273021,-0.050121504,0.020047639,0.005512641,-0.025796066,0.021991928,0.025734019,0.029265234,-0.005423881,0.016384808,buy
13913,0.039991455,-0.0119637,0.013361838,0.002349881,-0.050515255,0.008953572,-0.004277668,0.000927711,-0.034565595,0.015676229,buy
13914,0.028554048,0.024436649,0.03425241,-0.01669176,0.043599248,0.008561488,0.012129321,0.009278445,0.017768234,0.032271698,buy
13915,0.160463915,-0.073732026,0.10324237,0.112022767,0.043167207,0.043694032,-0.033946425,-0.086993778,-0.069957334,0.025468808,buy
13916,0.139242307,-0.009797103,0.074371235,0.060601912,0.016347206,0.02333843,-0.073238795,0.011083095,-0.041338675,0.026095966,buy
13917,0.06227785,-0.048467435,-0.01158007,0.071361007,0.006694792,0.046681381,-0.028520903,0.00071209,-0.049231924,0.015570612,buy
13918,0.042592828,-0.039893135,0.032048305,-0.022331142,0.012777806,0.002312738,0.009090364,0.015459923,0.018568227,-0.017539715,buy
13919,0.063548984,0.008662223,0.014188498,0.045962521,0.022565481,-0.017560266,-0.056923343,-0.011999262,-0.051669161,0.046620421,buy
13920,0.015215136,-0.026283219,0.020226005,-0.007909428,0.045499892,-0.027752651,-0.072873927,0.009376857,-0.031488947,-0.017238634,buy
13921,0.014850017,-0.067164785,0.029760459,-0.001825517,0.048480713,0.022269822,-0.037338088,-0.049002349,-0.059795764,-0.025186655,buy
13922,0.100704836,-0.02766466,0.000345997,0.089164618,0.006021113,0.027699221,0.024545115,-0.041702825,-0.006442457,-0.047492491,buy
13923,0.078760471,-0.074847385,-0.031980877,0.083603556,0.04348415,0.061492225,-0.017342041,0.059728692,-0.023767923,-0.09058429,buy
13924,-0.017617857,-0.009530665,0.02308008,0.046328987,-0.024677493,-0.000776715,-0.04255943,-0.022160751,-0.025689073,-0.017087205,buy
13925,0.010170638,-0.033002039,0.043914724,0.015299558,0.024726263,0.027983376,-0.022568104,0.042062252,-0.053860317,0.031096503,buy
13926,0.028202622,-0.035371352,0.067943979,0.125990087,0.088658292,0.018712537,-0.099268291,-0.017569506,-0.024077193,0.061942269,buy
13927,0.063578692,-0.002709718,0.002399689,0.064770275,0.026284743,-0.011763821,0.043782798,-0.059509332,0.012203153,0.070380002,buy
13928,0.045168211,-0.052064667,0.090241024,0.06460327,0.024696579,-0.019870538,-0.010815278,0.055165179,-0.002112473,-0.003170058,buy
13929,0.033121396,-0.042165837,0.060624147,0.073953998,-0.026216527,0.055358206,-0.081451329,0.026392689,-0.014382852,-0.019230299,buy
13930,0.041050576,-0.052520626,0.0309331,0.041575939,0.031910586,0.021870828,-0.04338188,0.041038012,-0.016727557,0.064080766,buy
13931,-0.044030033,0.045636384,0.001601524,0.013787177,-0.027249271,-0.020304137,-0.037857137,-0.007062645,-0.045874396,-0.02428124,buy
13932,0.111860697,-0.094959688,0.073159024,0.055988936,0.054249198,-0.007419245,-0.031963168,0.062352173,0.045555396,0.00041263,buy
13933,0.000219043,0.005606914,0.014854606,0.027789045,0.037331972,-0.037758116,-0.019332318,-0.000790683,0.024314994,-0.030088885,buy
13934,0.042998568,0.002070767,0.026717517,0.066212215,-0.011517428,-0.029598112,-0.065081776,0.011577783,-0.047130019,0.023300687,buy
13935,0.030941812,0.02212171,-0.006773578,-0.002066082,0.029464997,-0.020000335,-0.039641072,-0.014183444,-0.034533299,0.033309004,buy
13936,0.134219259,-0.074808919,0.085427258,0.114929283,0.01530846,0.036614091,-0.042017059,0.031513201,-0.067098219,0.005223186,buy
13937,0.032684695,-0.053558746,0.040379727,0.093021418,-0.018564304,0.001254536,-0.0220043,-0.031211669,-0.006271916,0.035233175,buy
13938,0.090156267,0.078784361,-0.018016572,0.059404849,0.104414241,0.033842617,0.004984712,0.013190725,0.01596527,0.003661978,buy
13939,0.148275475,-0.140772303,0.067983568,0.139188959,0.041925761,-0.069535921,-0.090923532,-0.068529495,-0.046640297,0.00885446,buy
13940,-0.002521787,-0.000358335,0.040599455,-0.000863129,-0.009258419,0.008226338,0.045702781,-0.001184415,-0.026830487,-0.027720838,buy
13941,0.031344559,-0.051347097,0.061574701,0.064854434,0.003183926,0.010276245,-0.021003853,0.009666105,-0.055760918,-0.033014867,buy
13942,0.09234691,0.04266672,0.078114673,0.064602071,0.035278745,0.060181557,-0.030386695,0.020464673,-0.052025494,0.049638239,buy
13943,0.033568351,0.040992931,0.040067667,-0.040131676,0.021699421,0.028027919,0.022314353,-0.030792537,0.013763821,-0.037202465,buy
13944,-0.016856261,-0.005677268,0.042745865,-0.018025803,-0.044360563,0.013972002,0.028954763,-0.00394849,-0.032343934,-0.038429522,buy
13945,0.066648185,-0.029530278,0.0717093,0.056763038,0.025043576,0.021645723,-0.052538961,-0.024969979,-0.016557881,-0.024190343,buy
13946,0.02021267,0.017975197,0.025214081,0.012213378,0.005912254,-0.036546439,0.02042921,0.002637461,-0.001718145,-0.033998769,buy
13947,0.083836504,-0.044038657,0.02328974,0.165948304,0.012094678,-8.49E-05,-0.090985626,-0.013723592,-0.042732409,0.016132083,buy
13948,0.052314572,-0.035821084,-0.014479115,0.056373968,0.0353891,-0.018239053,0.026171137,0.018951816,-0.050595223,-0.00498461,buy
13949,0.09870252,-0.015568871,0.058156662,0.036359646,0.041954999,0.032471855,-0.038146036,-0.015322941,-0.005497992,0.006899778,buy
13950,0.053688582,-0.063531593,0.043053227,0.039075802,-0.006021,0.01724435,0.00284957,0.044351016,-0.022169682,0.012490309,buy
13951,0.160747869,-0.146304426,0.064522312,0.137154644,0.042496953,-0.069948041,-0.098375344,-0.064105709,-0.041878377,0.01685148,buy
13952,-0.00794788,-0.016920069,-0.036274015,-0.00118971,-0.040744572,-0.012028434,-0.018251576,-0.037148303,-0.046637457,-0.044133656,buy
13953,0.069549083,-0.090526196,0.004113131,0.027340193,-0.008637224,0.033765769,-0.063286972,-0.020442558,-0.047928844,0.011078076,buy
13954,-0.012604039,0.020077346,-0.01845051,0.004322415,0.012903429,0.005795113,-0.000338394,0.029487442,0.028135441,-0.010208334,buy
13955,-0.00187491,-0.010617754,0.039072036,-0.011098935,-0.011762541,0.00118226,0.045256015,0.009558837,-0.020382451,-0.037463557,buy
13956,0.060467061,-0.147490205,0.0527075,0.123745901,0.011195589,0.017088493,-0.101437648,0.05886839,-0.071549258,0.009867782,buy
13957,0.028554048,0.024436649,0.03425241,-0.01669176,0.043599248,0.008561488,0.012129321,0.009278445,0.017768234,0.032271698,buy
13958,0.035297548,-0.012321008,-0.023930945,0.043204253,-0.033078691,-0.008564318,-0.049215179,-0.01582024,0.010060009,0.020383464,buy
13959,0.100147022,-0.047252885,0.074948317,0.130969755,0.018970587,0.018752254,-0.092900679,-0.002582443,-0.081197128,0.070033845,buy
13960,0.045766853,-0.026310565,0.025679228,0.016703644,0.02737292,-0.030058164,0.043779158,-0.020820042,-0.017033315,0.03645159,buy
13961,0.086813619,-0.035465466,0.062466125,0.103097544,0.028924264,0.045982969,-0.031777313,-0.000561515,0.004963125,0.028024969,buy
13962,0.092492609,-0.037843702,0.040582466,0.063688566,-0.014105177,0.026767345,0.03261018,-0.010088909,0.019362259,-0.026317324,buy
13963,0.052181539,0.002752464,-0.016595749,0.084693368,0.032857875,-0.031185318,0.001576164,-0.021556154,-0.032801174,-0.02324993,buy
13964,0.090612311,-0.034320629,-0.029773375,0.091671549,0.038141648,0.007012368,0.021337013,-0.061815885,-0.015646687,-0.06480404,buy
13965,0.097383487,-0.059327837,0.017530897,-0.004255735,0.045796914,0.036876553,-0.018967686,0.004195527,0.016324326,0.003105269,buy
13966,0.099223439,-0.17407122,0.11348604,0.189637574,0.068810368,0.025210047,-0.154335392,-0.02146304,-0.060073573,0.048917619,buy
13967,0.020248384,0.107131017,0.000200007,0.019237603,-0.017068816,-0.030940942,0.026252352,-0.071846583,-0.009445422,0.090365792,buy
13968,0.040652641,-0.024672006,-0.026304991,0.037813375,0.067406175,0.036738346,-0.007431979,0.025109597,-0.05627586,-0.033532839,buy
13969,0.017324667,0.023498545,-0.024387679,0.007606946,0.029421029,-0.028706449,-0.044248522,-0.037356566,0.026798627,0.048584743,buy
13970,0.02603224,-0.021627685,0.029156236,0.151583995,0.078365804,-0.023483174,-0.118435546,0.012527795,-0.094935189,-0.000868992,buy
13971,-0.063690026,0.039429515,0.066555026,-0.006335729,-0.037055013,0.030191828,0.042026494,-0.05429388,0.022302683,-0.027939408,buy
13972,0.03285538,-0.022186906,0.057366712,0.120821529,0.084987477,0.011484727,-0.084361803,-0.019907806,-0.03139955,0.058476394,buy
13973,0.080649364,-0.022329783,0.056599378,0.013170424,0.060923809,-0.023513864,-0.026113368,0.004883353,0.043138595,0.07259444,buy
13974,-0.044386595,-0.028920786,0.009957248,9.82E-05,-0.03394105,0.03739388,-0.010548903,-0.046222283,-0.018000326,0.025884142,buy
13975,0.080304632,-0.063920592,0.023796597,0.048014711,0.047826184,-0.001223762,-0.067870036,-0.00565445,-0.014337724,0.033149719,buy
13976,0.032890092,-0.057879509,0.040956056,-0.012871972,-0.022832236,-0.014492986,-0.015245744,0.050706682,-0.017084573,0.043013373,buy
13977,0.030319792,-0.06224417,-0.017917854,0.016836002,0.046857534,0.00770035,-0.038337012,-0.02070327,-0.053697266,0.041846029,buy
13978,0.009401317,0.00364705,-0.020570968,-0.032963124,-0.027121473,0.009816684,-0.015933021,-0.049242776,0.031153473,-0.035922647,buy
13979,0.015332135,-0.034940584,0.033447162,0.045118838,-0.019332896,0.041911732,-0.036972881,0.037685336,0.03558625,0.010244124,buy
13980,0.039758825,0.040814319,0.033707267,0.025189146,-0.010349758,0.009919502,0.026023354,-0.006965934,0.012324152,-0.043135288,buy
13981,-0.008283632,-0.007975741,0.048652859,0.03980135,-0.0071589,0.038920246,0.047002366,0.019314188,-0.004902359,0.031581269,buy
13982,0.029692052,-0.065364857,0.06743598,0.034103939,0.055817238,0.021185421,-0.04857769,-0.037067486,0.020324911,0.013992303,buy
13983,0.101223254,-0.031668118,0.028436587,0.085180594,0.041496319,0.031802598,-0.041339299,-0.000327321,-0.034424901,0.05890211,buy
13984,0.008176411,-0.046594879,-0.026471708,-0.038078434,0.032093226,0.025606556,0.036027099,-0.015773911,-0.041258631,-0.002062369,buy
13985,0.026298581,0.006868582,0.04772196,0.068183993,0.000677353,0.023826304,0.011429752,0.032547206,-0.030913422,-0.009468384,buy
13986,0.048206515,0.003237695,-0.025319841,0.044786767,-0.019789428,0.026157135,0.006434504,0.022175517,0.013653958,0.022013318,buy
13987,0.019590429,-0.039764202,-0.017582144,0.008331904,0.021773966,0.027903312,-0.009548659,-0.02928147,-0.010580044,-0.034510785,buy
13988,0.069490508,-0.041040837,0.052396622,0.099216047,0.011316603,0.019481095,-0.09173059,0.03625274,-0.019591308,0.0176376,buy
13989,-0.037148231,-0.02852908,-0.011146859,0.020869867,0.009599336,0.029030099,0.026478279,-0.046339391,-0.011541423,0.036382855,buy
13990,0.02929441,0.024709783,-0.02296096,0.017917234,0.020602924,-0.00558167,0.010738471,0.006053716,0.004307216,-0.000512227,buy
13991,0.045325993,0.034725015,-0.031123574,0.018744094,0.037617478,-0.017175986,-0.028885111,-0.019204718,-0.043345954,-0.013496789,buy
13992,-0.026362327,-0.006769435,0.046341445,0.00951788,-0.036662789,-0.025204605,0.027754594,0.001847772,-0.027045743,-0.001755392,buy
13993,0.062597995,-0.127642319,-0.008480703,0.073792769,0.011091157,0.053964866,0.006103067,0.012450463,-0.010807852,-0.072832477,buy
13994,0.085766558,-0.07411719,0.02523233,0.087055524,0.049741938,-0.04376333,-0.011139129,0.028523761,-0.008330742,-0.024470199,buy
13995,0.065093019,-0.095765646,0.057915311,0.027200451,0.018015115,-0.026695928,-0.046210032,0.047301541,0.04053306,0.037355293,buy
13996,0.05494591,-0.042694108,0.036410126,0.029818289,0.022151063,-0.004280282,0.000968969,0.029937808,-0.022677494,-0.012758913,buy
13997,0.107909501,-0.076119224,0.079211247,0.072501911,0.016975462,0.01140255,0.012042142,0.009749935,-0.03493175,0.067145682,buy
13998,0.039620669,-0.026609547,-0.012644961,0.026746012,-0.001486799,0.01720004,-0.049167107,-0.039749792,0.023072332,0.01823699,buy
13999,0.054345427,0.025427788,0.025143141,0.039009113,-0.019098676,-0.000106954,-0.066214483,0.04225135,0.039386407,-0.013178148,buy
14000,0.041316286,-0.017780641,-0.021426501,0.012347998,0.037873433,-0.049965224,-0.051662354,0.012596562,-0.045173161,-0.040431669,buy
14001,-0.016096258,0.041880724,0.015167512,0.051228672,-0.026904912,-0.039724954,-0.045199335,0.049937829,0.019834289,0.037360593,buy
14002,0.036407826,-0.058687381,0.06912891,0.123329,0.085625158,0.031463139,-0.101845762,-0.035411948,-0.036033535,0.039520731,buy
14003,0.046168971,-0.030568522,0.007900251,0.015295337,-0.014075261,-0.0311443,0.016382758,0.0248627,-0.005270401,-0.022839881,buy
14004,-0.012678805,0.052774897,-0.017616317,-0.050780486,0.013008656,0.000732286,-0.008364251,-0.018560523,-0.043479889,-0.015237619,buy
14005,0.032113427,-0.07089388,0.014464823,0.018723006,0.001618,0.033111516,-0.053998611,-0.020910227,-0.042711422,0.019287801,buy
14006,0.001036175,0.030096772,-0.009209803,0.025697711,-0.021096147,0.027274657,0.007210611,0.009867672,-0.033177419,0.043199256,buy
14007,0.078902306,-0.05866208,0.052952844,0.026884104,0.012687199,-0.015708729,-0.116844743,-0.040998595,-0.106167758,-0.006434388,buy
14008,0.03809708,0.044453403,0.017495514,-0.008188462,0.040616658,-0.040133091,-0.029597401,0.020552364,0.013187019,-0.02344267,buy
14009,0.018536493,-0.012207385,-0.042243544,-0.038747065,-0.036689475,0.008925234,0.026769945,0.039092433,-0.001502628,0.039473675,buy
14010,0.008153971,-0.041957894,0.052553764,0.03125844,-0.03642945,-0.03408357,-0.017634104,0.034498159,0.025740934,-0.001295231,buy
14011,0.054833693,-0.058945129,0.000276659,0.02684634,0.023418619,-0.028520898,-0.063524215,0.014943338,-0.044818975,-0.034730872,buy
14012,-0.013679826,-0.015965575,0.039600612,0.003932826,-0.006759385,0.005169585,-0.017396855,-0.018212638,0.003046713,-0.013050074,buy
14013,0.035553279,0.039480426,-0.013984322,-0.045535185,0.040214404,-0.037366702,-0.023749893,0.007813778,0.001877056,-0.030014355,buy
14014,0.029114264,-0.065380096,0.007496143,0.024248781,-0.01247641,-0.002408441,-0.057906985,0.032747849,-0.063733874,-0.015038384,buy
14015,0.02583954,-0.028465874,0.019502849,0.047725523,0.051881876,-0.001798133,-0.063302434,0.019530362,-0.078771183,-0.02822048,buy
14016,0.003957616,-0.011961282,0.003302922,-0.067156237,-0.040708365,0.047374313,0.037624586,0.062851223,-0.058536587,-0.062106735,buy
14017,0.016638052,-0.015489893,0.004345245,0.051389831,-0.003812218,0.00062118,-0.050558471,-0.021206928,0.007497098,-0.006192386,buy
14018,0.032037319,0.019441151,0.005062934,-0.010462811,0.042297041,0.03616592,-0.015943242,-0.017885918,-0.009018995,-0.042236413,buy
14019,0.084534077,0.010055028,-0.015808935,0.01446584,-0.020624224,-0.019754574,-0.034333948,-0.00198159,-0.006968113,-0.001805916,buy
14020,0.204597268,-0.122651109,0.05335511,0.139279039,0.07616361,0.022647329,-0.028492001,0.052391487,0.028971949,-0.022331092,buy
14021,0.046515145,-0.053274756,0.062915753,-0.00426959,0.032477502,0.030789892,-0.044322495,-0.043129568,0.010732635,0.036559404,buy
14022,0.088647407,0.009301567,-0.014987696,0.048912724,0.030613227,-0.047641265,-0.010419025,-0.003518686,-0.045127054,0.046903654,buy
14023,0.015677088,-0.017489719,0.057632835,0.047524746,-0.035898327,-0.023963644,-0.019777762,0.034290715,0.007254295,-0.006179259,buy
14024,-0.009907617,-0.028487573,-0.00279677,0.02256123,0.027884482,-0.03757622,0.047244368,-0.010373609,-0.008631958,0.023423874,buy
14025,0.056278684,-0.066482567,0.039971555,0.042191519,0.00047488,0.019039808,0.000853166,0.04403386,-0.017449268,0.003501748,buy
14026,0.170348975,-0.170081227,0.117083918,0.103026788,0.062110147,-0.02772113,-0.134220163,0.018112117,-0.126806271,-0.016331965,buy
14027,0.056204032,-0.017285363,0.031028721,0.016716939,0.017448354,-0.029698946,0.011769695,0.011991675,-0.007074516,-0.022547491,buy
14028,0.087124552,-0.022573106,-0.022964622,-0.081181201,0.012725773,-0.016607254,0.061723992,-0.01788171,0.062215996,-0.024843086,buy
14029,0.040855348,-0.049318934,0.037282239,0.025458484,-0.019340645,0.028694682,-0.042677964,0.009671093,0.012467742,0.054349189,buy
14030,0.096824223,0.006499874,0.025491803,0.029221724,-0.014694442,0.05211656,-0.051185256,0.02789941,-0.010664868,0.030354808,buy
14031,0.129064531,-0.133781853,0.116237038,0.176874314,0.029092232,-0.014520007,-0.129858485,0.050529347,-0.071682845,0.029475501,buy
14032,-0.001154523,-0.013349635,0.055956688,0.051222489,0.018107437,0.002170767,-0.025242959,-0.036067585,-0.003787214,0.033732125,buy
14033,0.044674373,-0.004823753,0.051097919,0.076032961,0.064590539,-0.035618317,-0.050697767,0.015605719,-0.013118511,0.036115206,buy
14034,0.029968709,0.020686477,0.039891338,0.068981806,0.024442996,-0.024792361,-0.001164773,-0.043278851,0.031164896,-0.053516147,buy
14035,0.040716543,-0.042623854,0.040112931,0.031136382,-0.022397932,0.022049446,-0.022995621,0.036123817,0.00651214,0.039878063,buy
14036,0.054251041,-0.049706769,0.045828554,0.046421889,-0.000400838,-0.036064894,-0.037762791,-0.03725063,-0.002925534,0.039187504,buy
14037,0.079061971,0.00239701,-0.021418229,-0.005474488,0.046228002,0.038298697,-0.033141837,-0.062312535,-0.067937454,0.047308179,buy
14038,-0.025610666,-0.041198365,0.043826559,0.02121384,0.014720495,-0.007627186,-0.012586974,0.021608697,-0.027624038,0.041729702,buy
14039,0.205860996,-0.05359749,0.043155799,0.105474942,0.070568739,-0.000509023,-0.059492326,0.001381921,0.000198874,-0.028337481,buy
14040,0.009531157,-0.035986381,0.026824041,0.053989221,0.004963952,-0.039514825,-0.017819125,-0.03316723,-0.023863711,-0.010966135,buy
14041,-3.06E-05,-0.050889468,-0.023374984,0.064243786,0.047513973,-0.019740556,-0.007249382,-0.0463957,-0.029019632,0.020414169,buy
14042,-0.009213049,0.026308664,0.053287874,-0.02168904,0.048198893,0.041334396,-0.0460664,0.03999483,-0.052907879,-0.004269234,buy
14043,0.043245173,-0.075609945,0.0682957,0.129001957,0.076601897,0.04883966,-0.096999782,-0.042282255,-0.051796415,0.033741678,buy
14044,-0.031956041,0.021334919,0.008337622,0.0255091,-0.025114093,-0.010358084,-0.037937524,-0.012485519,-0.034452853,-0.017165984,buy
14045,0.026676951,-0.049482623,0.027420579,-0.011855788,-0.016809201,-0.009276689,-0.015922384,0.042879645,-0.019906756,0.030728501,buy
14046,0.030264285,0.020824964,0.007176791,-0.01244501,0.045847612,0.041911115,-0.01696395,-0.009294478,-0.004237581,-0.041926992,buy
14047,0.09497047,-0.040185453,0.022219483,0.064674614,-0.022744979,0.019397639,-0.015894664,-0.008442598,-0.013473062,-0.034733679,buy
14048,0.075772453,-0.047757841,0.055373297,-0.025720866,0.022815817,-0.004866877,-0.0662624,0.027202907,-0.019359255,0.02890116,buy
14049,-0.016480987,0.021029839,-0.006114462,0.029837842,-0.010241317,0.029134412,0.024570743,0.041420015,0.008698407,0.032559412,buy
14050,0.01800156,-0.037056194,0.004212132,-0.019465311,-0.011864092,-0.019316038,-0.005175143,0.029411597,-0.014810106,0.010052999,buy
14051,0.071085475,-0.049705228,-0.000851064,0.052646879,-0.001979778,0.04624841,-0.024353883,0.023687686,-0.038244374,-0.007674469,buy
14052,0.08487043,0.010047273,-0.020797455,0.016739763,-0.015456595,-0.022102303,-0.031894675,0.001475482,-0.001361866,0.000692207,buy
14053,-0.022542916,-0.031791773,0.012027196,0.042481586,-0.044162729,-0.033821259,-0.017121153,0.013230272,0.025934472,-0.025070583,buy
14054,0.029560695,-0.017778285,-0.041582774,-0.012178451,-0.034930864,0.011341786,0.010067988,-0.02841978,-0.038670809,0.042354737,buy
14055,-0.048034291,-0.002911463,0.004829422,-0.037318738,-0.038713218,0.02106009,0.010000784,-0.045512367,0.004601095,0.003885458,buy
14056,-0.013247164,0.006039906,0.019849835,-0.036423246,0.020376939,0.000598726,0.000572553,-0.03257937,-0.004831423,-0.036039019,buy
14057,0.041364659,0.027524913,-0.021000724,-0.018626969,0.006786141,-0.041115441,-0.042895601,-0.038817514,0.042227301,-0.015253721,buy
14058,0.049348404,0.000248689,0.01351714,0.081142872,0.016314673,0.03636813,-0.02947414,-0.010955186,-0.020079903,0.001299875,buy
14059,0.005220994,-0.043470503,0.01361086,0.044758527,-0.043333507,0.026753413,0.016803414,-0.043346959,-0.017041211,-0.008651455,buy
14060,0.044849734,-0.012816021,-0.034336452,0.013603565,0.025675158,-0.050307443,-0.01303876,-0.044339186,-0.026820911,0.034552293,buy
14061,0.078337471,-0.059192936,-0.030611994,0.078022747,0.00951376,-0.058523325,-0.086367373,-0.050170995,-0.119487984,0.064090768,buy
14062,0.037578505,-0.038254404,-0.003370762,-0.014386353,3.90E-05,-0.004961035,-0.031910531,-0.03274788,-0.039487287,0.053183086,buy
14063,-0.017873349,-0.008774714,0.02191622,0.043511777,-0.024174313,0.000120556,-0.041842028,-0.020857033,-0.024647177,-0.014753182,buy
14064,0.041789563,-0.03982627,0.015554753,0.027389741,0.026807162,-0.015484707,0.017465185,0.014084974,-0.042136997,0.002657557,buy
14065,0.01796615,0.027818663,0.016813134,0.062759201,0.01525221,0.021788013,-0.009881485,0.011943586,0.021743482,-0.038177179,buy
14066,0.040819209,-0.04227732,-0.002925939,-0.00534611,0.007921575,0.026191711,-0.036727729,-0.012713459,-0.025211842,0.016873666,buy
14067,0.032666151,-0.030655091,0.01125741,-0.008241467,0.011436364,-0.027604622,-0.051865236,-0.002121409,-0.030232295,-0.018670706,buy
14068,0.066812563,-0.029749639,0.01895283,-0.004976626,0.013937814,-0.033581776,0.005738453,0.035973902,-0.001602223,-0.040215818,buy
14069,0.075046954,-0.042410735,0.022814429,0.040717005,-0.013958711,-0.00238826,-0.044496446,0.009045341,-0.017550279,0.012152983,buy
14070,0.023663282,0.012054872,-0.042540565,-0.0119301,0.020798834,-7.01E-05,-0.03818787,-0.019443689,0.048402872,0.048237134,buy
14071,-0.024556531,-0.003291489,0.047425962,0.017411649,-0.037032816,-0.024210104,0.035368363,-0.009053729,-0.002372935,-0.012928824,buy
14072,0.028566161,-0.037594131,-0.006779475,-0.01958224,-0.002331683,-0.000498891,-0.025304528,-0.03318285,-0.038526968,0.041502802,buy
14073,0.050552737,-0.014146384,-0.019643014,0.002315161,0.041454559,-0.005023217,0.0097453,-0.036159869,-0.076988666,-0.007934035,buy
14074,-0.00344726,-0.001428457,-0.008869626,-0.012883672,0.030733547,-0.041375875,0.023388233,-0.035300801,-0.008045502,0.014526262,buy
14075,0.031278209,-0.086824598,0.033240903,0.023994424,0.003669016,0.035259755,-0.056190422,-0.042539147,-0.025694349,0.011619434,buy
14076,0.220078207,-0.144810669,0.171792389,0.142598685,0.032446268,-0.01026708,-0.102935607,-0.022504675,-0.060462854,0.074495413,buy
14077,0.106154566,-0.033109729,0.117109302,0.112788882,-0.02167235,-0.026948177,-0.071097056,0.016477283,-0.062832925,-0.013019767,buy
14078,0.049122936,-0.050778556,0.02221699,0.052866998,0.045127336,-0.01823859,-0.090406137,-0.019948032,-0.103015336,0.059033519,buy
14079,-0.012674016,0.031957765,-0.009505018,0.036348946,-0.031615796,0.023337588,-0.01621894,0.016578908,-0.002450072,-0.004206283,buy
14080,0.08612504,-0.074150078,0.02558742,0.087795373,0.050198807,-0.038381249,-0.008747342,0.028497675,-0.010643834,-0.02212826,buy
14081,0.026285981,0.001422101,0.029945285,0.01837447,0.024214441,-0.03659007,0.011889404,0.003929215,0.00426401,-0.034810043,buy
14082,0.083276874,-0.008563575,0.066244963,0.007674506,0.08067024,-0.00838655,-0.03626406,0.029368934,0.028006913,0.054268669,buy
14083,0.055947343,-0.019113591,0.056503038,0.071903535,0.049182531,-0.031540352,-0.059587989,-0.046767114,-0.05715409,0.008223096,buy
14084,-0.026659008,-0.024051383,-0.034178407,-0.022250276,-0.003007043,-0.047438925,0.045672223,-0.010328164,0.002715765,-0.029260913,buy
14085,0.076694029,-0.020290843,0.057536662,0.060438695,0.040926873,0.042742885,-0.045614071,0.054964042,-0.046451481,0.004088784,buy
14086,-0.018402554,-0.049860192,0.011416581,-0.01446508,-0.006251088,0.023254953,-0.016391933,-0.008294934,0.027761299,0.022409033,buy
14087,0.099770032,-0.02986854,0.020407911,0.124592826,0.034570118,-0.002917084,-0.079036132,-0.034605654,-0.008754157,0.074398071,buy
14088,0.040904219,-0.019810146,-0.018959857,0.009604117,0.035363377,-0.049611615,-0.052583665,0.011333554,-0.043633443,-0.039367554,buy
14089,-0.004593955,-0.009880603,-0.034345444,0.02560415,0.013866677,-0.009159826,-0.04397587,-0.053123885,-0.00271348,0.033650383,buy
14090,0.119470615,0.003468094,0.052780343,0.135838101,-0.039210459,0.058910572,-0.075509853,-0.063036484,-0.079296074,-0.004968782,buy
14091,0.084673878,-0.079508078,-0.00683776,0.023906148,-0.007636941,0.032180195,-0.063175598,-0.005854756,-0.038391728,-0.000205948,buy
14092,0.124002249,-0.092016792,0.129915378,0.163263155,0.036611494,0.018741266,-0.10671982,0.027580407,-0.05783706,0.047308189,buy
14093,-0.017172236,-0.009058794,-0.007472375,0.054664143,0.049086458,0.035278301,-0.019741224,-0.026760958,-0.027031903,-0.014042819,buy
14094,0.047474233,0.015017589,-0.02210231,-0.007489558,0.044732373,-0.031602077,0.004664544,0.024242934,-0.020111296,-0.022768821,buy
14095,0.069915908,-0.0208421,0.060159552,0.080116095,0.037387286,0.036187512,-0.059793182,-0.011343277,-0.02682085,-0.033259605,buy
14096,0.049451654,-0.034051159,0.053748427,0.039886606,0.034612955,0.057404985,-0.021533013,0.003077931,0.020736141,0.006865563,buy
14097,0.048820032,-0.035698092,-0.014295559,0.061359875,0.037247814,-0.027364732,0.02320894,0.022916885,-0.043461175,0.022318227,buy
14098,0.03829799,0.044910951,0.020499408,-0.004418257,0.040541765,-0.040473146,-0.030289136,0.021591749,0.014501879,-0.022712892,buy
14099,0.036392105,0.015550138,-0.009948719,0.006352592,0.029164408,0.010331726,0.017728004,-0.01637605,-0.01842945,-0.02438421,buy
14100,0.062428443,-0.025648032,0.055954713,0.034153202,0.008750876,0.05992106,-0.008600346,0.007012543,-0.042933149,-0.030881213,buy
14101,0.176114747,-0.205651003,0.076775422,0.088169193,0.102344647,0.056571684,-0.144985302,-0.027951933,-0.008323603,0.060209753,buy
14102,0.01789869,0.023350844,0.019424693,0.039852846,0.048828649,0.005256209,-0.041008884,-0.024153118,-0.022382678,0.033619755,buy
14103,0.019590549,-0.060957266,-0.008014592,0.001915113,0.024329411,-0.016631994,-0.033434891,-0.017528522,-0.052114602,0.03498912,buy
14104,0.06675635,-0.026963878,0.001981055,0.070384824,0.054876199,0.003038706,-0.039496825,-0.020255319,-0.006252071,-0.004177163,buy
14105,0.037932868,0.044079431,0.015040318,-0.011269993,0.040677871,-0.039855151,-0.02903202,0.019702835,0.012112334,-0.024039145,buy
14106,0.030588343,-0.081547881,0.019161582,0.029277096,0.001495128,0.035944278,-0.061863853,-0.02793856,-0.046471275,0.02080295,buy
